projectId,env,qtiId,title,order,href,placementType,topic,topicOrder,source,frontText,backText,resourceId,errors
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219422,911532 ACT6E_FC_15,15,QUE_219422.xml,topic,Math,1,DUMMIES,What is the formula for finding the distance between two points on the coordinate plane?,"<img  alt=""Image"" src=""https://epdc.wiley.com/images/da96c197-10a1-498a-abfc-d1ab3abeaec4"" height=""30"" width=""218""/>",01HWCZBGCZ419ZXPTNTHCQA3TM,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219423,911532 ACT6E_FC_16,16,QUE_219423.xml,topic,Math,1,DUMMIES,What is the slope-intercept form (or equation) of a line?,<em>y</em> = <em>mx</em> + <em>b</em><br/>where <em>m</em> is the slope and <em>b</em> is the <em>y</em>-intercept,01HWCZBGJQH08P9EVCDRE5MNSY,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219424,911532 ACT6E_FC_17,17,QUE_219424.xml,topic,Math,1,DUMMIES,What is the point-slope formula?,"<em>y</em> &ndash; <em>b</em> = <em>m</em>(<em>x </em>&ndash; <em>a</em>)<br/>where <em>m</em> is the slope and (<em>a</em>, <em>b</em>) are the coordinates of a known point on the line",01HWCZBGS9A9STABC0JBJPE97D,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219425,911532 ACT6E_FC_18,18,QUE_219425.xml,topic,Math,1,DUMMIES,What is the slope formula?,"<img  alt=""Image"" src=""https://epdc.wiley.com/images/2b24b262-c821-4bc5-8898-0065b87df2b0"" height=""42"" width=""90""/>",01HWCZBGZ0EKWARGSKX7CXAGW8,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219426,911532 ACT6E_FC_19,19,QUE_219426.xml,topic,Math,1,DUMMIES,What is the formula for finding the midpoint of a line?,"<img  alt=""Image"" src=""https://epdc.wiley.com/images/68e9ddec-24b3-4c71-a40f-0664e8a13cc8"" height=""47"" width=""183""/>",01HWCZBH4ZD731NHVHCHH6M6XC,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219427,911532 ACT6E_FC_20,20,QUE_219427.xml,topic,Math,1,DUMMIES,What is the quadratic equation?,"<img  alt=""Image"" src=""https://epdc.wiley.com/images/447153ce-2e66-40de-82bd-10a9eb4f43ff"" height=""17"" width=""120""/>",01HWCZBHAWF35P3M1E79GNF9MT,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219428,911532 ACT6E_FC_21,21,QUE_219428.xml,topic,Math,1,DUMMIES,What is the formula for exponential growth?,"<img  alt=""Image"" src=""https://epdc.wiley.com/images/409ea209-8478-4c5c-aea3-0023ea382a61"" height=""24"" width=""135""/><br/>where <em>NV</em> is the new value, <em>IV</em> is the initial value, <em>P</em> is the percent increase, and <em>Y</em> is the number of years",01HWCZBHJX3130STKJ8NWWXNE2,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219429,911532 ACT6E_FC_22,22,QUE_219429.xml,topic,Math,1,DUMMIES,What is the formula for finding the average (mean)?,"<img  alt=""Image"" src=""https://epdc.wiley.com/images/e0d0d2b8-9902-4407-b7f3-4e601f6f972e"" height=""42"" width=""324""/>",01HWCZBHSB859EFMN6GPNKWAT2,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219430,911532 ACT6E_FC_23,23,QUE_219430.xml,topic,Math,1,DUMMIES,How many inches are in a foot?,12,01HWCZBHZBZ6HNCG5HYYADMSWE,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219431,911532 ACT6E_FC_24,24,QUE_219431.xml,topic,Math,1,DUMMIES,How many feet are in a yard?,3,01HWCZBJ59CJAFNM6VKHX1DQ9R,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219432,911532 ACT6E_FC_25,25,QUE_219432.xml,topic,Math,1,DUMMIES,How many feet are in a mile?,"5,280",01HWCZBJB8DM60H54ZAZ4SDPKY,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219433,911532 ACT6E_FC_26,26,QUE_219433.xml,topic,Math,1,DUMMIES,What is the formula for the total surface area of a circular cylinder?,"<img  alt=""Image"" src=""https://epdc.wiley.com/images/80765125-e284-4fd9-a823-f9470542b82d"" height=""21"" width=""137""/>",01HWCZBJH7TWJCJVG1MNAZ49FR,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219434,811527 ACT2022FD_FC-Ma_27,27,QUE_219434.xml,topic,Math,1,DUMMIES,"What are the factors of <img  alt=""Image"" src=""https://epdc.wiley.com/images/dca703b3-114f-463c-8228-efc6f296f8b9"" height=""17"" width=""52""/> (the difference between two perfect squares)?",(<em>a</em> &ndash; <em>b</em>)(<em>a</em> + <em>b</em>),01HWCZBJQ1APTSNTB9FTHYC2E7,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219435,911532 ACT6E_FC_28,28,QUE_219435.xml,topic,Math,1,DUMMIES,What is the formula for probability?,"<img  alt=""Image"" src=""https://epdc.wiley.com/images/150bc377-d2c4-49fa-bec1-3b07c05519f9"" height=""46"" width=""412""/>",01HWCZBJWZFXPG31E7TXAZ5DW5,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219436,911532 ACT6E_FC_29,29,QUE_219436.xml,topic,Math,1,DUMMIES,"What is the ratio for <img  alt=""Image"" src=""https://epdc.wiley.com/images/f8d22e8b-733a-4538-8efc-7487d284b311"" height=""14"" width=""34""/>?","<img  alt=""Image"" src=""https://epdc.wiley.com/images/f5916477-e3d5-402f-8f45-d1d4d254691a"" height=""46"" width=""149""/><br/>SOH",01HWCZBK2WPD9ASNVY467P7Y41,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219437,911532 ACT6E_FC_30,30,QUE_219437.xml,topic,Math,1,DUMMIES,"What is the ratio for <img  alt=""Image"" src=""https://epdc.wiley.com/images/77b9f5c7-58fd-46a9-803c-c88ca1b3cf8a"" height=""14"" width=""37""/>?","<img  alt=""Image"" src=""https://epdc.wiley.com/images/439eacbe-2f9e-410b-b3c2-9710baca8fb0"" height=""46"" width=""151""/><br/>CAH",01HWCZBK8V3MFQC8582B5FDJ24,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219438,911532 ACT6E_FC_31,31,QUE_219438.xml,topic,Math,1,DUMMIES,"What is the ratio for <img  alt=""Image"" src=""https://epdc.wiley.com/images/3ce281e5-ef44-4385-ba2a-910f858cf7bc"" height=""14"" width=""36""/>?","<img  alt=""Image"" src=""https://epdc.wiley.com/images/0bc793ec-9bb7-4136-ba07-d37af519e68f"" height=""46"" width=""128""/><br/>TOA",01HWCZBKEWREFC0HKFV00PHGMT,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219439,911532 ACT6E_FC_32,32,QUE_219439.xml,topic,Math,1,DUMMIES,What is the formula for rate (speed)?,"<img  alt=""Image"" src=""https://epdc.wiley.com/images/2639ea77-1cdc-4431-acb7-cca5c2a4759c"" height=""42"" width=""43""/><br/>where <em>r</em> stands for rate, <em>d</em> stands for distance, and <em>t</em> stands for time",01HWCZBKMRQBE7EDJA729J41K5,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219440,911532 ACT6E_FC_33,33,QUE_219440.xml,topic,Math,1,DUMMIES,What is the formula for interest earned on an investment?,"<img  alt=""Image"" src=""https://epdc.wiley.com/images/a686c7e1-6700-4254-9b34-3dcc799f2656"" height=""13"" width=""99""/><br/>where <em>P</em> stands for principal, <em>R</em> stands for rate, <em>T</em> stands for time, and <em>I</em> stands for interest",01HWCZBKTP4YW4FK930HB2XQ5C,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219441,911532 ACT6E_FC_34,34,QUE_219441.xml,topic,Math,1,DUMMIES,What is the order of operations?,"PEMDAS: Parentheses, Exponents, Multiply or Divide from left to right, Add or Subtract from left to right",01HWCZBM0GSP8SYRQBRCM40RMC,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219442,811527 ACT2022FD_FC-Ma_35,35,QUE_219442.xml,topic,Math,1,DUMMIES,What is the formula for the perimeter of a shape (polygon)?,the sum of all its sides,01HWCZBM6W91VS67AM7RTX7DWG,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219443,911532 ACT6E_FC_36,36,QUE_219443.xml,topic,Math,1,DUMMIES,What is an acute angle?,An angle that measures less than 90&ordm; and more than 0&ordm;,01HWCZBMCS4C4CTHCBJNBTX8D8,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219444,911532 ACT6E_FC_37,37,QUE_219444.xml,topic,Math,1,DUMMIES,What is an obtuse angle?,An angle that measures more than 90&ordm; and less than 180&ordm;,01HWCZBMJMDKKEHDQ280B853YH,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219445,911532 ACT6E_FC_38,38,QUE_219445.xml,topic,Math,1,DUMMIES,What is the total degree measure of supplementary angles?,180&ordm;,01HWCZBMRN4085062CQ6DS46V6,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219446,911532 ACT6E_FC_39,39,QUE_219446.xml,topic,Math,1,DUMMIES,What is the total degree measure of complementary angles?,90&ordm;,01HWCZBMYFKZW71RDWMGHW830H,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219447,911532 ACT6E_FC_40,40,QUE_219447.xml,topic,Math,1,DUMMIES,What is an isosceles triangle?,A triangle with two equal sides,01HWCZBN499EJ3ZY68XCQEEQ0M,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219448,911532 ACT6E_FC_41,41,QUE_219448.xml,topic,Math,1,DUMMIES,What is an equilateral triangle?,A triangle with three equal sides,01HWCZBNA2RHKGKB1VVYM0VHJM,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219449,911532 ACT6E_FC_42,42,QUE_219449.xml,topic,Math,1,DUMMIES,What is true for similar triangles?,They have equal angle measures and proportional side length measures,01HWCZBNFWXTB29SXN2NTNSGFP,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219450,911532 ACT6E_FC_43,43,QUE_219450.xml,topic,Math,1,DUMMIES,"What is the ratio for <img  alt=""Image"" src=""https://epdc.wiley.com/images/7ef98ad8-3b61-43eb-81b0-fdf7ee8d1f2e"" height=""14"" width=""36""/>?","<img  alt=""Image"" src=""https://epdc.wiley.com/images/27adc898-5a06-4b8c-9440-8dc96b03485f"" height=""42"" width=""99""/>",01HWCZBNSKFVTCJKT0G90401H3,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219451,911532 ACT6E_FC_44,44,QUE_219451.xml,topic,Math,1,DUMMIES,"What is the ratio for <img  alt=""Image"" src=""https://epdc.wiley.com/images/d083669b-355e-4eaa-8901-98321230d5ab"" height=""14"" width=""36""/>?","<img  alt=""Image"" src=""https://epdc.wiley.com/images/f61f38b6-b980-4851-9e1c-72c86f1d334a"" height=""42"" width=""97""/>",01HWCZBNZFVSDA2177DZCEYHMA,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219452,911532 ACT6E_FC_45,45,QUE_219452.xml,topic,Math,1,DUMMIES,"What is the ratio for <img  alt=""Image"" src=""https://epdc.wiley.com/images/ff61d6a6-a086-4eac-9a15-3f284ae61c81"" height=""14"" width=""36""/>?","<img  alt=""Image"" src=""https://epdc.wiley.com/images/597ce3f3-7832-42f1-bc75-c412fd3e74e8"" height=""42"" width=""99""/>",01HWCZBP5BCBBC1927Q5YYMVK6,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219453,911532 ACT6E_FC_46,46,QUE_219453.xml,topic,Math,1,DUMMIES,How do you find percent increase from one value to another?,Find the difference between the two values and divide the difference by the lower value.,01HWCZBPBCCX1D228HNZ6Z80AQ,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219454,811527 ACT2022FD_FC-Ma_47,47,QUE_219454.xml,topic,Math,1,DUMMIES,How do you find percent decrease from one value to another?,Find the difference between the two values and divide that difference by the higher value.,01HWCZBPHAAD6BYJPHAFMC09B8,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219455,811527 ACT2022FD_FC-Ma_48,48,QUE_219455.xml,topic,Math,1,DUMMIES,What is the formula for finding the number of possible permutations (orderings) of a set?,"<em>n!</em><br/>where <em>n</em> stands for the number of elements in the set<br/>Factorial (!) is determined by multiplying <em>n</em> by all of the positive integers below <em>n</em>. For example, 5! = 5 x 4 x 3 x 2 x 1.",01HWCZBPQ87NHSJWR54VMBEXW8,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219456,811527 ACT2022FD_FC-Ma_49,49,QUE_219456.xml,topic,Math,1,DUMMIES,What is the permutation formula?,"<img  alt=""Image"" src=""https://epdc.wiley.com/images/e478f857-b071-433f-b2c1-711880694fd5"" height=""44"" width=""93""/><br/>where <em>n</em> is the number of elements available to choose from and <em>r </em>is the number of elements in the resulting ordering",01HWCZBPX8NWAJ2WJZC0Y0W5ZV,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219457,911532 ACT6E_FC_50,50,QUE_219457.xml,topic,Math,1,DUMMIES,"<p class=""ExamQuestion"" style=""line-height:12.0pt"">What is the amplitude of a periodic function?</p>",The point where the function is farthest from the origin on the <em>y</em>-axis,01HWCZBQ3R57NCKSR52HVF8VMK,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219458,911532 ACT6E_FC_51,51,QUE_219458.xml,topic,Math,1,DUMMIES,What is the period of a periodic function?,The horizontal length of the function&rsquo;s complete cycle from one maximum amplitude to another,01HWCZBQADKBASFPWGV7CT2EFV,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219459,811527 ACT2022FD_FC-Ma_52,52,QUE_219459.xml,topic,Math,1,DUMMIES,What is the combination formula?,"<img  alt=""Image"" src=""https://epdc.wiley.com/images/47155772-3756-4b2d-b8f8-3305894f73c8"" height=""44"" width=""106""/><br/>where <em>n</em> is the number of elements available to choose from and <em>r </em>is the number of elements in the resulting combination",01HWCZBQGHCR6R28H6WH24VHGJ,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219460,811527 ACT2022FD_FC-Ma_53,53,QUE_219460.xml,topic,Math,1,DUMMIES,What is the vertex form of a parabola?,<em>y</em> = <em>a</em>(<em>x </em>&ndash; <em>h</em>)<sup>2</sup> + <em>k</em><br/>where <em>h</em> and <em>k </em>are the coordinates of the vertex,01HWCZBQPGCE57FNP71F4XFR5J,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219461,811527 ACT2022FD_FC-Ma_54,54,QUE_219461.xml,topic,Math,1,DUMMIES,What is the equation of an ellipse?,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><msup><mfenced close="")"" open=""(""><mrow><mi>x</mi><mo>-</mo><mi>h</mi></mrow></mfenced><mn>2</mn></msup><msup><mi>a</mi><mn>2</mn></msup></mfrac><mo>+</mo><mfrac><msup><mfenced close="")"" open=""(""><mrow><mi>y</mi><mo>-</mo><mi>k</mi></mrow></mfenced><mn>2</mn></msup><msup><mi>b</mi><mn>2</mn></msup></mfrac><mo>=</mo><mn>1</mn></math><br/><br/>where <em>x </em>and <em>y </em>are the coordinate pair of a point on the ellipse, <em>h</em> and <em>k </em>are the coordinate pair of the center, and <em>a</em> is the radius of the major axis and <em>b </em>is the radius of the minor axis",01HWCZBQWCD590AC5S5Z12MXVG,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219462,811527 ACT202_FC_Sci_01,55,QUE_219462.xml,topic,Science,2,DUMMIES,acceleration,the rate of increase in velocity,01HWCZBR2596VRCV0SW7KAPZ71,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219463,811527 ACT202_FC_Sci_02,56,QUE_219463.xml,topic,Science,2,DUMMIES,allele,a gene variant,01HWCZBR7YT76BG27P5SM3XC7H,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219464,811527 ACT202_FC_Sci_03,57,QUE_219464.xml,topic,Science,2,DUMMIES,atom,"a particle that contains protons, neutrons, and electrons and is the smallest unit of matter that can be involved in a chemical reaction",01HWCZBRE8YGNW3SQFPQZJRNJE,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219465,811527 ACT202_FC_Sci_04,58,QUE_219465.xml,topic,Science,2,DUMMIES,boiling point,the temperature at which a liquid becomes a gas,01HWCZBRM6VTTV5EYH4KNS0BWN,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219466,811527 ACT202_FC_Sci_05,59,QUE_219466.xml,topic,Science,2,DUMMIES,buoyancy,the ability of an object to float,01HWCZBRSW6JDHY1H409RZCZHW,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219467,811527 ACT202_FC_Sci_06,60,QUE_219467.xml,topic,Science,2,DUMMIES,cell,the smallest independent element of an organism,01HWCZBRZPC0S0THVMPQE21AMZ,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219468,811527 ACT202_FC_Sci_07,61,QUE_219468.xml,topic,Science,2,DUMMIES,cell membrane,the microscopic double layer of lipids and proteins that surrounds the cytoplasm of a cell,01HWCZBS5GYRNM5KSZH9BRKMZZ,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219469,811527 ACT202_FC_Sci_08,62,QUE_219469.xml,topic,Science,2,DUMMIES,charge,the either positive or negative amount of unbalanced energy,01HWCZBSGR1RNKJG1NFHQ19TM0,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219470,811527 ACT202_FC_Sci_09,63,QUE_219470.xml,topic,Science,2,DUMMIES,chemical reaction,the rearrangement of atoms to form new substances,01HWCZBSPXPNYBZCV5YHBZMW79,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219471,811527 ACT202_FC_Sci_10,64,QUE_219471.xml,topic,Science,2,DUMMIES,chromosomes,the structure of nucleic acids and proteins that carries the genetic material in a cell,01HWCZBSWV675F79X6BB9NKNKV,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219472,811527 ACT202_FC_Sci_11,65,QUE_219472.xml,topic,Science,2,DUMMIES,compound,a substance made up of more than one element,01HWCZBT2JKB0BDM2W24YSDM1M,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219473,811527 ACT202_FC_Sci_12,66,QUE_219473.xml,topic,Science,2,DUMMIES,conduction,heat transfer as a result of molecular interaction,01HWCZBT8ASZZNKC8HY8GCRXAJ,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219474,811527 ACT202_FC_Sci_13,67,QUE_219474.xml,topic,Science,2,DUMMIES,constant,the elements of an experiment that are controlled to remain the same,01HWCZBTEBG52EGQ154KWMFCF6,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219475,811527 ACT202_FC_Sci_14,68,QUE_219475.xml,topic,Science,2,DUMMIES,control group,the group in an experiment that provides a standard for comparison because it doesn't receive the independent variable,01HWCZBTM2FEZWTNP44265PRC6,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219476,811527 ACT202_FC_Sci_15,69,QUE_219476.xml,topic,Science,2,DUMMIES,convection,heat transfer as a result of fluid movement,01HWCZBTT0TZE49EEX1YBF73MZ,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219477,811527 ACT202_FC_Sci_16,70,QUE_219477.xml,topic,Science,2,DUMMIES,density,the mass per volume in a substance,01HWCZBTZV386WJEDFX288XNQ3,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219478,811527 ACT202_FC_Sci_17,71,QUE_219478.xml,topic,Science,2,DUMMIES,dependent variable,the variable in an experiment that changes as a result of effect of the independent variable,01HWCZBV5ZKACASJTKVT6DJTQ3,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219479,811527 ACT202_FC_Sci_18,72,QUE_219479.xml,topic,Science,2,DUMMIES,elasticity,the ability of a substance to return to its original shape after being stretched or compressed,01HWCZBVBTACGH5V0V2WT37SMG,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219480,811527 ACT202_FC_Sci_19,73,QUE_219480.xml,topic,Science,2,DUMMIES,electrons,negatively charged atomic particles,01HWCZBVHRADG916V6C6N5RK1K,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219481,811527 ACT202_FC_Sci_20,74,QUE_219481.xml,topic,Science,2,DUMMIES,element,a substance comprised of atoms with the same atomic number that can&rsquo;t be split into smaller substances,01HWCZBVQWDMK6NZ5C5B1NPS11,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219482,811527 ACT202_FC_Sci_21,75,QUE_219482.xml,topic,Science,2,DUMMIES,fluid,a liquid or gas,01HWCZBVXMVGPMV02WQGHEF6NH,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219483,811527 ACT202_FC_Sci_22,76,QUE_219483.xml,topic,Science,2,DUMMIES,gamete,a sex cell that carries the genes of both parents,01HWCZBW3J6MD2E9TX82K1J5C7,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219484,811527 ACT202_FC_Sci_23,77,QUE_219484.xml,topic,Science,2,DUMMIES,gene,a section of DNA that determines inheritance,01HWCZBW9BPGJJC0667S1PJW8H,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219485,811527 ACT202_FC_Sci_24,78,QUE_219485.xml,topic,Science,2,DUMMIES,gravity,the force that attracts an object toward the center of the earth or other planet or body,01HWCZBWF3MAXRHZA19P6W7WTY,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219486,811527 ACT202_FC_Sci_25,79,QUE_219486.xml,topic,Science,2,DUMMIES,hypothesis,the prediction of how the independent variable in an experiment will affect the dependent variable,01HWCZBWMYQAQ8Y9AFD4N9KYDX,
2c56932e-10d8-415d-bd5a-5a6a660ed54b,PROD,QUE_219487,811527 ACT202_FC_Sci_26,80,QUE_219487.xml,topic,Science,2,DUMMIES,independent variable,the variable controlled by the experimenter,01HWCZBWTR7TYZBGJ8JTKN39KD,
